NAME,B19083_001E,state,county
"St. Joseph County, Michigan",0.4056,26,149
"Sanilac County, Michigan",0.4207,26,151
"Schoolcraft County, Michigan",0.458,26,153
"Shiawassee County, Michigan",0.4163,26,155
"Tuscola County, Michigan",0.3977,26,157
"Van Buren County, Michigan",0.4249,26,159
"Washtenaw County, Michigan",0.4869,26,161
"Wayne County, Michigan",0.4895,26,163
"Wexford County, Michigan",0.4386,26,165
"Aitkin County, Minnesota",0.4355,27,1
"Anoka County, Minnesota",0.388,27,3
"Becker County, Minnesota",0.4721,27,5
"Beltrami County, Minnesota",0.4409,27,7
"Benton County, Minnesota",0.4093,27,9
"Big Stone County, Minnesota",0.4491,27,11
"Blue Earth County, Minnesota",0.435,27,13
"Brown County, Minnesota",0.4025,27,15
"Carlton County, Minnesota",0.3994,27,17
"Carver County, Minnesota",0.4153,27,19
"Cass County, Minnesota",0.4354,27,21
"Chippewa County, Minnesota",0.4385,27,23
"Chisago County, Minnesota",0.3862,27,25
"Clay County, Minnesota",0.4447,27,27
"Clearwater County, Minnesota",0.4325,27,29
"Cook County, Minnesota",0.4122,27,31
"Cottonwood County, Minnesota",0.4183,27,33
"Crow Wing County, Minnesota",0.4304,27,35
"Dakota County, Minnesota",0.4122,27,37
"Dodge County, Minnesota",0.392,27,39
"Douglas County, Minnesota",0.4342,27,41
"Faribault County, Minnesota",0.4371,27,43
"Fillmore County, Minnesota",0.4054,27,45
"Freeborn County, Minnesota",0.4539,27,47
"Goodhue County, Minnesota",0.4287,27,49
"Grant County, Minnesota",0.4534,27,51
"Hennepin County, Minnesota",0.478,27,53
"Houston County, Minnesota",0.417,27,55
"Hubbard County, Minnesota",0.4539,27,57
"Isanti County, Minnesota",0.393,27,59
"Itasca County, Minnesota",0.437,27,61
"Jackson County, Minnesota",0.4286,27,63
"Kanabec County, Minnesota",0.4036,27,65
"Kandiyohi County, Minnesota",0.4165,27,67
"Kittson County, Minnesota",0.4139,27,69
"Koochiching County, Minnesota",0.4084,27,71
"Lac qui Parle County, Minnesota",0.4383,27,73
"Lake County, Minnesota",0.3965,27,75
"Lake of the Woods County, Minnesota",0.4169,27,77
"Le Sueur County, Minnesota",0.4054,27,79
"Lincoln County, Minnesota",0.4538,27,81
"Lyon County, Minnesota",0.457,27,83
"McLeod County, Minnesota",0.4175,27,85
"Mahnomen County, Minnesota",0.4442,27,87
"Marshall County, Minnesota",0.3753,27,89
"Martin County, Minnesota",0.4341,27,91
"Meeker County, Minnesota",0.4056,27,93
"Mille Lacs County, Minnesota",0.4131,27,95
"Morrison County, Minnesota",0.4315,27,97
"Mower County, Minnesota",0.426,27,99
"Murray County, Minnesota",0.4153,27,101
"Nicollet County, Minnesota",0.468,27,103
"Nobles County, Minnesota",0.4174,27,105
"Norman County, Minnesota",0.4255,27,107
"Olmsted County, Minnesota",0.4598,27,109
"Otter Tail County, Minnesota",0.4371,27,111
"Pennington County, Minnesota",0.4132,27,113
"Pine County, Minnesota",0.4058,27,115
"Pipestone County, Minnesota",0.4417,27,117
"Polk County, Minnesota",0.4298,27,119
"Pope County, Minnesota",0.4295,27,121
"Ramsey County, Minnesota",0.4621,27,123
"Red Lake County, Minnesota",0.3869,27,125
"Redwood County, Minnesota",0.4299,27,127
"Renville County, Minnesota",0.4181,27,129
"Rice County, Minnesota",0.4304,27,131
"Rock County, Minnesota",0.4232,27,133
"Roseau County, Minnesota",0.4164,27,135
"St. Louis County, Minnesota",0.4544,27,137
"Scott County, Minnesota",0.4088,27,139
"Sherburne County, Minnesota",0.3924,27,141
"Sibley County, Minnesota",0.4161,27,143
"Stearns County, Minnesota",0.4368,27,145
"Steele County, Minnesota",0.4161,27,147
"Stevens County, Minnesota",0.4867,27,149
"Swift County, Minnesota",0.4443,27,151
"Todd County, Minnesota",0.412,27,153
"Traverse County, Minnesota",0.4376,27,155
"Wabasha County, Minnesota",0.4194,27,157
"Wadena County, Minnesota",0.412,27,159
"Waseca County, Minnesota",0.4292,27,161
"Washington County, Minnesota",0.429,27,163
"Watonwan County, Minnesota",0.4316,27,165
"Wilkin County, Minnesota",0.4046,27,167
"Winona County, Minnesota",0.4377,27,169
"Wright County, Minnesota",0.3775,27,171
"Yellow Medicine County, Minnesota",0.4231,27,173
"Adams County, Mississippi",0.5134,28,1
"Alcorn County, Mississippi",0.4933,28,3
"Amite County, Mississippi",0.5015,28,5
"Attala County, Mississippi",0.5023,28,7
"Benton County, Mississippi",0.4401,28,9
"Bolivar County, Mississippi",0.5554,28,11
"Calhoun County, Mississippi",0.4394,28,13
"Carroll County, Mississippi",0.4479,28,15
"Chickasaw County, Mississippi",0.4429,28,17
"Choctaw County, Mississippi",0.4719,28,19
"Claiborne County, Mississippi",0.5314,28,21
"Clarke County, Mississippi",0.4865,28,23
"Clay County, Mississippi",0.4792,28,25
"Coahoma County, Mississippi",0.5223,28,27
"Copiah County, Mississippi",0.5385,28,29
"Covington County, Mississippi",0.4641,28,31
"DeSoto County, Mississippi",0.4009,28,33
"Forrest County, Mississippi",0.4934,28,35
"Franklin County, Mississippi",0.509,28,37
"George County, Mississippi",0.4595,28,39
"Greene County, Mississippi",0.4685,28,41
"Grenada County, Mississippi",0.4867,28,43
"Hancock County, Mississippi",0.4653,28,45
"Harrison County, Mississippi",0.4586,28,47
"Hinds County, Mississippi",0.487,28,49
"Holmes County, Mississippi",0.609,28,51
"Humphreys County, Mississippi",0.5669,28,53
"Issaquena County, Mississippi",0.4426,28,55
"Itawamba County, Mississippi",0.5281,28,57
"Jackson County, Mississippi",0.4599,28,59
"Jasper County, Mississippi",0.4405,28,61
"Jefferson County, Mississippi",0.4858,28,63
"Jefferson Davis County, Mississippi",0.4603,28,65
"Jones County, Mississippi",0.4899,28,67
"Kemper County, Mississippi",0.4799,28,69
"Lafayette County, Mississippi",0.5338,28,71
"Lamar County, Mississippi",0.4731,28,73
"Lauderdale County, Mississippi",0.4973,28,75
"Lawrence County, Mississippi",0.5114,28,77
"Leake County, Mississippi",0.4813,28,79
"Lee County, Mississippi",0.4553,28,81
"Leflore County, Mississippi",0.5377,28,83
"Lincoln County, Mississippi",0.4763,28,85
"Lowndes County, Mississippi",0.4892,28,87
"Madison County, Mississippi",0.5033,28,89
"Marion County, Mississippi",0.4917,28,91
"Marshall County, Mississippi",0.4743,28,93
"Monroe County, Mississippi",0.4543,28,95
"Montgomery County, Mississippi",0.5133,28,97
"Neshoba County, Mississippi",0.4626,28,99
"Newton County, Mississippi",0.4912,28,101
"Noxubee County, Mississippi",0.4799,28,103
"Oktibbeha County, Mississippi",0.5527,28,105
"Panola County, Mississippi",0.4636,28,107
"Pearl River County, Mississippi",0.4447,28,109
"Perry County, Mississippi",0.3974,28,111
"Pike County, Mississippi",0.5153,28,113
"Pontotoc County, Mississippi",0.4247,28,115
"Prentiss County, Mississippi",0.4811,28,117
"Quitman County, Mississippi",0.4807,28,119
"Rankin County, Mississippi",0.4186,28,121
"Scott County, Mississippi",0.4757,28,123
"Sharkey County, Mississippi",0.4941,28,125
"Simpson County, Mississippi",0.4713,28,127
"Smith County, Mississippi",0.4494,28,129
"Stone County, Mississippi",0.4285,28,131
"Sunflower County, Mississippi",0.4768,28,133
"Tallahatchie County, Mississippi",0.4664,28,135
"Tate County, Mississippi",0.4189,28,137
"Tippah County, Mississippi",0.4598,28,139
"Tishomingo County, Mississippi",0.4827,28,141
"Tunica County, Mississippi",0.5134,28,143
"Union County, Mississippi",0.4426,28,145
"Walthall County, Mississippi",0.5072,28,147
"Warren County, Mississippi",0.4788,28,149
"Washington County, Mississippi",0.5061,28,151
"Wayne County, Mississippi",0.52,28,153
"Webster County, Mississippi",0.4038,28,155
"Wilkinson County, Mississippi",0.5058,28,157
"Winston County, Mississippi",0.4936,28,159
"Yalobusha County, Mississippi",0.4356,28,161
"Yazoo County, Mississippi",0.4747,28,163
"Adair County, Missouri",0.5754,29,1
"Andrew County, Missouri",0.4098,29,3
"Atchison County, Missouri",0.4412,29,5
"Audrain County, Missouri",0.4403,29,7
"Barry County, Missouri",0.4669,29,9
"Barton County, Missouri",0.4446,29,11
"Bates County, Missouri",0.4312,29,13
"Benton County, Missouri",0.4553,29,15
"Bollinger County, Missouri",0.397,29,17
"Boone County, Missouri",0.4734,29,19
"Buchanan County, Missouri",0.4775,29,21
"Butler County, Missouri",0.4554,29,23
"Caldwell County, Missouri",0.4212,29,25
"Callaway County, Missouri",0.4233,29,27
"Camden County, Missouri",0.4635,29,29
"Cape Girardeau County, Missouri",0.4604,29,31
"Carroll County, Missouri",0.4392,29,33
"Carter County, Missouri",0.4416,29,35
"Cass County, Missouri",0.4015,29,37
"Cedar County, Missouri",0.5185,29,39
"Chariton County, Missouri",0.4216,29,41
"Christian County, Missouri",0.4264,29,43
"Clark County, Missouri",0.4434,29,45
"Clay County, Missouri",0.4099,29,47
"Clinton County, Missouri",0.4339,29,49
"Cole County, Missouri",0.4208,29,51
"Cooper County, Missouri",0.4129,29,53
"Crawford County, Missouri",0.4633,29,55
"Dade County, Missouri",0.46,29,57
"Dallas County, Missouri",0.4432,29,59
"Daviess County, Missouri",0.4558,29,61
"DeKalb County, Missouri",0.39,29,63
"Dent County, Missouri",0.42,29,65
"Douglas County, Missouri",0.5001,29,67
"Dunklin County, Missouri",0.4769,29,69
"Franklin County, Missouri",0.4149,29,71
"Gasconade County, Missouri",0.4535,29,73
"Gentry County, Missouri",0.4493,29,75
"Greene County, Missouri",0.4729,29,77
"Grundy County, Missouri",0.5045,29,79
"Harrison County, Missouri",0.417,29,81
"Henry County, Missouri",0.4684,29,83
"Hickory County, Missouri",0.4441,29,85
"Holt County, Missouri",0.4547,29,87
"Howard County, Missouri",0.4368,29,89
"Howell County, Missouri",0.4629,29,91
"Iron County, Missouri",0.4292,29,93
"Jackson County, Missouri",0.4577,29,95
"Jasper County, Missouri",0.4521,29,97
"Jefferson County, Missouri",0.3951,29,99
"Johnson County, Missouri",0.402,29,101
"Knox County, Missouri",0.4457,29,103
"Laclede County, Missouri",0.4443,29,105
"Lafayette County, Missouri",0.3839,29,107
"Lawrence County, Missouri",0.4175,29,109
"Lewis County, Missouri",0.4368,29,111
"Lincoln County, Missouri",0.395,29,113
"Linn County, Missouri",0.4478,29,115
"Livingston County, Missouri",0.4457,29,117
"McDonald County, Missouri",0.434,29,119
"Macon County, Missouri",0.4055,29,121
"Madison County, Missouri",0.4583,29,123
"Maries County, Missouri",0.4286,29,125
"Marion County, Missouri",0.4244,29,127
"Mercer County, Missouri",0.4104,29,129
"Miller County, Missouri",0.4571,29,131
"Mississippi County, Missouri",0.4355,29,133
"Moniteau County, Missouri",0.4087,29,135
"Monroe County, Missouri",0.4476,29,137
"Montgomery County, Missouri",0.4301,29,139
"Morgan County, Missouri",0.503,29,141
"New Madrid County, Missouri",0.4696,29,143
"Newton County, Missouri",0.4476,29,145
"Nodaway County, Missouri",0.4321,29,147
"Oregon County, Missouri",0.441,29,149
"Osage County, Missouri",0.4878,29,151
"Ozark County, Missouri",0.5371,29,153
"Pemiscot County, Missouri",0.5218,29,155
"Perry County, Missouri",0.4193,29,157
"Pettis County, Missouri",0.4302,29,159
"Phelps County, Missouri",0.4597,29,161
"Pike County, Missouri",0.4308,29,163
"Platte County, Missouri",0.4339,29,165
"Polk County, Missouri",0.4386,29,167
"Pulaski County, Missouri",0.3936,29,169
"Putnam County, Missouri",0.4397,29,171
"Ralls County, Missouri",0.4284,29,173
"Randolph County, Missouri",0.4235,29,175
"Ray County, Missouri",0.4411,29,177
"Reynolds County, Missouri",0.4281,29,179
"Ripley County, Missouri",0.4525,29,181
"St. Charles County, Missouri",0.4046,29,183
"St. Clair County, Missouri",0.4343,29,185
"Ste. Genevieve County, Missouri",0.4331,29,186
"St. Francois County, Missouri",0.4402,29,187
"St. Louis County, Missouri",0.4963,29,189
"Saline County, Missouri",0.4412,29,195
"Schuyler County, Missouri",0.376,29,197
"Scotland County, Missouri",0.4213,29,199
"Scott County, Missouri",0.4765,29,201
"Shannon County, Missouri",0.3931,29,203
"Shelby County, Missouri",0.4411,29,205
"Stoddard County, Missouri",0.4143,29,207
"Stone County, Missouri",0.4415,29,209
"Sullivan County, Missouri",0.42,29,211
"Taney County, Missouri",0.465,29,213
"Texas County, Missouri",0.446,29,215
"Vernon County, Missouri",0.3939,29,217
"Warren County, Missouri",0.4136,29,219
"Washington County, Missouri",0.4944,29,221
"Wayne County, Missouri",0.4568,29,223
"Webster County, Missouri",0.4094,29,225
"Worth County, Missouri",0.4531,29,227
"Wright County, Missouri",0.4254,29,229
"St. Louis city, Missouri",0.4949,29,510
"Beaverhead County, Montana",0.4357,30,1
"Big Horn County, Montana",0.4325,30,3
"Blaine County, Montana",0.4686,30,5
"Broadwater County, Montana",0.4199,30,7
"Carbon County, Montana",0.4626,30,9
"Carter County, Montana",0.3892,30,11
"Cascade County, Montana",0.4435,30,13
"Chouteau County, Montana",0.4419,30,15
"Custer County, Montana",0.4456,30,17
"Daniels County, Montana",0.3843,30,19
"Dawson County, Montana",0.3993,30,21
"Deer Lodge County, Montana",0.4252,30,23
"Fallon County, Montana",0.4872,30,25
"Fergus County, Montana",0.4323,30,27
"Flathead County, Montana",0.4495,30,29
"Gallatin County, Montana",0.4724,30,31
"Garfield County, Montana",0.4626,30,33
"Glacier County, Montana",0.4841,30,35
"Golden Valley County, Montana",0.4541,30,37
"Granite County, Montana",0.4768,30,39
"Hill County, Montana",0.4428,30,41
"Jefferson County, Montana",0.432,30,43
"Judith Basin County, Montana",0.5063,30,45
"Lake County, Montana",0.4879,30,47
"Lewis and Clark County, Montana",0.443,30,49
"Liberty County, Montana",0.4998,30,51
"Lincoln County, Montana",0.4437,30,53
"McCone County, Montana",0.3877,30,55
"Madison County, Montana",0.4127,30,57
"Meagher County, Montana",0.4441,30,59
"Mineral County, Montana",0.452,30,61
"Missoula County, Montana",0.472,30,63
"Musselshell County, Montana",0.4738,30,65
"Park County, Montana",0.4793,30,67
"Petroleum County, Montana",0.4207,30,69
"Phillips County, Montana",0.4401,30,71
"Pondera County, Montana",0.4503,30,73
"Powder River County, Montana",0.47,30,75
"Powell County, Montana",0.4452,30,77
"Prairie County, Montana",0.522,30,79
"Ravalli County, Montana",0.4385,30,81
"Richland County, Montana",0.4563,30,83
"Roosevelt County, Montana",0.4663,30,85
"Rosebud County, Montana",0.4553,30,87
"Sanders County, Montana",0.4487,30,89
"Sheridan County, Montana",0.5003,30,91
"Silver Bow County, Montana",0.4847,30,93
"Stillwater County, Montana",0.4601,30,95
"Sweet Grass County, Montana",0.4571,30,97
"Teton County, Montana",0.4151,30,99
"Toole County, Montana",0.4462,30,101
"Treasure County, Montana",0.4859,30,103
"Valley County, Montana",0.384,30,105
"Wheatland County, Montana",0.4987,30,107
"Wibaux County, Montana",0.4149,30,109
"Yellowstone County, Montana",0.4582,30,111
"Adams County, Nebraska",0.4631,31,1
"Antelope County, Nebraska",0.4085,31,3
"Arthur County, Nebraska",0.4114,31,5
"Banner County, Nebraska",0.3672,31,7
"Blaine County, Nebraska",0.5214,31,9
"Boone County, Nebraska",0.4266,31,11
"Box Butte County, Nebraska",0.3903,31,13
"Boyd County, Nebraska",0.4221,31,15
"Brown County, Nebraska",0.5418,31,17
"Buffalo County, Nebraska",0.4385,31,19
"Burt County, Nebraska",0.4538,31,21
"Butler County, Nebraska",0.4792,31,23
"Cass County, Nebraska",0.4009,31,25
"Cedar County, Nebraska",0.4149,31,27
"Chase County, Nebraska",0.469,31,29
"Cherry County, Nebraska",0.4131,31,31
"Cheyenne County, Nebraska",0.4511,31,33
"Clay County, Nebraska",0.4302,31,35
"Colfax County, Nebraska",0.3997,31,37
"Cuming County, Nebraska",0.4137,31,39
"Custer County, Nebraska",0.4374,31,41
"Dakota County, Nebraska",0.3812,31,43
"Dawes County, Nebraska",0.4107,31,45
"Dawson County, Nebraska",0.449,31,47
"Deuel County, Nebraska",0.4951,31,49
"Dixon County, Nebraska",0.4754,31,51
"Dodge County, Nebraska",0.3931,31,53
"Douglas County, Nebraska",0.4824,31,55
"Dundy County, Nebraska",0.4489,31,57
"Fillmore County, Nebraska",0.4809,31,59
"Franklin County, Nebraska",0.4923,31,61
"Frontier County, Nebraska",0.3801,31,63
"Furnas County, Nebraska",0.4366,31,65
"Gage County, Nebraska",0.4306,31,67
"Garden County, Nebraska",0.4464,31,69
"Garfield County, Nebraska",0.4519,31,71
"Gosper County, Nebraska",0.4043,31,73
"Grant County, Nebraska",0.4437,31,75
"Greeley County, Nebraska",0.3929,31,77
"Hall County, Nebraska",0.4528,31,79
"Hamilton County, Nebraska",0.3804,31,81
"Harlan County, Nebraska",0.4868,31,83
"Hayes County, Nebraska",0.4381,31,85
"Hitchcock County, Nebraska",0.445,31,87
"Holt County, Nebraska",0.457,31,89
"Hooker County, Nebraska",0.3865,31,91
"Howard County, Nebraska",0.408,31,93
"Jefferson County, Nebraska",0.4003,31,95
"Johnson County, Nebraska",0.3763,31,97
"Kearney County, Nebraska",0.4512,31,99
"Keith County, Nebraska",0.4301,31,101
"Keya Paha County, Nebraska",0.4638,31,103
"Kimball County, Nebraska",0.445,31,105
"Knox County, Nebraska",0.4235,31,107
"Lancaster County, Nebraska",0.4608,31,109
"Lincoln County, Nebraska",0.4162,31,111
"Logan County, Nebraska",0.5147,31,113
"Loup County, Nebraska",0.406,31,115
"McPherson County, Nebraska",0.376,31,117
"Madison County, Nebraska",0.4668,31,119
"Merrick County, Nebraska",0.4304,31,121
"Morrill County, Nebraska",0.462,31,123
"Nance County, Nebraska",0.4242,31,125
"Nemaha County, Nebraska",0.481,31,127
"Nuckolls County, Nebraska",0.4577,31,129
"Otoe County, Nebraska",0.4336,31,131
"Pawnee County, Nebraska",0.4402,31,133
"Perkins County, Nebraska",0.4153,31,135
"Phelps County, Nebraska",0.4898,31,137
"Pierce County, Nebraska",0.4075,31,139
"Platte County, Nebraska",0.4221,31,141
"Polk County, Nebraska",0.3788,31,143
"Red Willow County, Nebraska",0.4749,31,145
"Richardson County, Nebraska",0.4631,31,147
"Rock County, Nebraska",0.4791,31,149
"Saline County, Nebraska",0.4035,31,151
"Sarpy County, Nebraska",0.3969,31,153
"Saunders County, Nebraska",0.3998,31,155
"Scotts Bluff County, Nebraska",0.4439,31,157
"Seward County, Nebraska",0.3781,31,159
"Sheridan County, Nebraska",0.4667,31,161
"Sherman County, Nebraska",0.3931,31,163
"Sioux County, Nebraska",0.3858,31,165
"Stanton County, Nebraska",0.4359,31,167
"Thayer County, Nebraska",0.4226,31,169
"Thomas County, Nebraska",0.3715,31,171
"Thurston County, Nebraska",0.4151,31,173
"Valley County, Nebraska",0.4556,31,175
"Washington County, Nebraska",0.4176,31,177
"Wayne County, Nebraska",0.4256,31,179
"Webster County, Nebraska",0.4398,31,181
"Wheeler County, Nebraska",0.4543,31,183
"York County, Nebraska",0.4139,31,185
"Churchill County, Nevada",0.4278,32,1
"Clark County, Nevada",0.4697,32,3
"Douglas County, Nevada",0.4723,32,5
"Elko County, Nevada",0.4229,32,7
"Esmeralda County, Nevada",0.4779,32,9
"Eureka County, Nevada",0.3868,32,11
"Humboldt County, Nevada",0.4368,32,13
"Lander County, Nevada",0.4184,32,15
"Lincoln County, Nevada",0.3908,32,17
"Lyon County, Nevada",0.4121,32,19
"Mineral County, Nevada",0.4095,32,21
"Nye County, Nevada",0.4427,32,23
"Pershing County, Nevada",0.3923,32,27
"Storey County, Nevada",0.4186,32,29
"Washoe County, Nevada",0.4661,32,31
"White Pine County, Nevada",0.3571,32,33
"Carson City, Nevada",0.4464,32,510
"Belknap County, New Hampshire",0.4492,33,1
"Carroll County, New Hampshire",0.4598,33,3
"Cheshire County, New Hampshire",0.4201,33,5
"Coos County, New Hampshire",0.4748,33,7
"Grafton County, New Hampshire",0.4918,33,9
"Hillsborough County, New Hampshire",0.428,33,11
"Merrimack County, New Hampshire",0.4348,33,13
"Rockingham County, New Hampshire",0.4285,33,15
"Strafford County, New Hampshire",0.418,33,17
"Sullivan County, New Hampshire",0.4785,33,19
"Atlantic County, New Jersey",0.4761,34,1
"Bergen County, New Jersey",0.4725,34,3
"Burlington County, New Jersey",0.433,34,5
"Camden County, New Jersey",0.4687,34,7
"Cape May County, New Jersey",0.4634,34,9
"Cumberland County, New Jersey",0.5027,34,11
"Essex County, New Jersey",0.5487,34,13
"Gloucester County, New Jersey",0.418,34,15
"Hudson County, New Jersey",0.5006,34,17
"Hunterdon County, New Jersey",0.4425,34,19
"Mercer County, New Jersey",0.5021,34,21
"Middlesex County, New Jersey",0.4342,34,23
"Monmouth County, New Jersey",0.476,34,25
"Morris County, New Jersey",0.4552,34,27
"Ocean County, New Jersey",0.4515,34,29
"Passaic County, New Jersey",0.4671,34,31
"Salem County, New Jersey",0.438,34,33
"Somerset County, New Jersey",0.4615,34,35
"Sussex County, New Jersey",0.4174,34,37
"Union County, New Jersey",0.4838,34,39
"Warren County, New Jersey",0.4134,34,41
"Bernalillo County, New Mexico",0.4725,35,1
"Catron County, New Mexico",0.4263,35,3
"Chaves County, New Mexico",0.4839,35,5
"Cibola County, New Mexico",0.453,35,6
"Colfax County, New Mexico",0.4262,35,7
"Curry County, New Mexico",0.4621,35,9
"De Baca County, New Mexico",0.4193,35,11
"Do̱a Ana County, New Mexico",0.4781,35,13
"Eddy County, New Mexico",0.4434,35,15
"Grant County, New Mexico",0.4707,35,17
"Guadalupe County, New Mexico",0.6192,35,19
"Harding County, New Mexico",0.7095,35,21
"Hidalgo County, New Mexico",0.4267,35,23
"Lea County, New Mexico",0.4864,35,25
"Lincoln County, New Mexico",0.4912,35,27
"Los Alamos County, New Mexico",0.3732,35,28
"Luna County, New Mexico",0.4417,35,29
"McKinley County, New Mexico",0.5005,35,31
"Mora County, New Mexico",0.5155,35,33
"Otero County, New Mexico",0.4318,35,35
"Quay County, New Mexico",0.4704,35,37
"Rio Arriba County, New Mexico",0.4723,35,39
"Roosevelt County, New Mexico",0.4349,35,41
"Sandoval County, New Mexico",0.423,35,43
"San Juan County, New Mexico",0.4746,35,45
"San Miguel County, New Mexico",0.4682,35,47
"Santa Fe County, New Mexico",0.4858,35,49
"Sierra County, New Mexico",0.4419,35,51
"Socorro County, New Mexico",0.506,35,53
"Taos County, New Mexico",0.5115,35,55
"Torrance County, New Mexico",0.4245,35,57
"Union County, New Mexico",0.6371,35,59
"Valencia County, New Mexico",0.4528,35,61
"Albany County, New York",0.4526,36,1
"Allegany County, New York",0.4422,36,3
"Bronx County, New York",0.5135,36,5
"Broome County, New York",0.4748,36,7
"Cattaraugus County, New York",0.4407,36,9
"Cayuga County, New York",0.4466,36,11
"Chautauqua County, New York",0.4457,36,13
"Chemung County, New York",0.4558,36,15
"Chenango County, New York",0.4115,36,17
"Clinton County, New York",0.457,36,19
"Columbia County, New York",0.4976,36,21
"Cortland County, New York",0.4179,36,23
"Delaware County, New York",0.4559,36,25
"Dutchess County, New York",0.4626,36,27
"Erie County, New York",0.4656,36,29
"Essex County, New York",0.4515,36,31
"Franklin County, New York",0.4294,36,33
"Fulton County, New York",0.4297,36,35
"Genesee County, New York",0.4017,36,37
"Greene County, New York",0.4699,36,39
"Hamilton County, New York",0.4297,36,41
"Herkimer County, New York",0.4285,36,43
"Jefferson County, New York",0.4331,36,45
"Kings County, New York",0.5312,36,47
"Lewis County, New York",0.3931,36,49
"Livingston County, New York",0.4286,36,51
"Madison County, New York",0.448,36,53
"Monroe County, New York",0.4669,36,55
"Montgomery County, New York",0.4286,36,57
"Nassau County, New York",0.4505,36,59
"New York County, New York",0.5956,36,61
"Niagara County, New York",0.4404,36,63
"Oneida County, New York",0.4448,36,65
"Onondaga County, New York",0.4627,36,67
"Ontario County, New York",0.4391,36,69
"Orange County, New York",0.4438,36,71
"Orleans County, New York",0.4297,36,73
"Oswego County, New York",0.4416,36,75
"Otsego County, New York",0.4577,36,77
"Putnam County, New York",0.4149,36,79
"Queens County, New York",0.4645,36,81
"Rensselaer County, New York",0.4282,36,83
"Richmond County, New York",0.4495,36,85
"Rockland County, New York",0.4689,36,87
"St. Lawrence County, New York",0.4516,36,89
"Saratoga County, New York",0.4385,36,91
"Schenectady County, New York",0.4378,36,93
"Schoharie County, New York",0.4354,36,95
"Schuyler County, New York",0.4385,36,97
"Seneca County, New York",0.4572,36,99
"Steuben County, New York",0.4504,36,101
"Suffolk County, New York",0.4417,36,103
"Sullivan County, New York",0.499,36,105
"Tioga County, New York",0.4529,36,107
"Tompkins County, New York",0.4928,36,109
"Ulster County, New York",0.4797,36,111
"Warren County, New York",0.4418,36,113
"Washington County, New York",0.4036,36,115
"Wayne County, New York",0.4169,36,117
"Westchester County, New York",0.5351,36,119
"Wyoming County, New York",0.4023,36,121
"Yates County, New York",0.4536,36,123
"Alamance County, North Carolina",0.4345,37,1
"Alexander County, North Carolina",0.4371,37,3
"Alleghany County, North Carolina",0.5083,37,5
"Anson County, North Carolina",0.4509,37,7
"Ashe County, North Carolina",0.4491,37,9
"Avery County, North Carolina",0.4854,37,11
"Beaufort County, North Carolina",0.4669,37,13
"Bertie County, North Carolina",0.4971,37,15
"Bladen County, North Carolina",0.5117,37,17
"Brunswick County, North Carolina",0.4461,37,19
"Buncombe County, North Carolina",0.4759,37,21
"Burke County, North Carolina",0.4448,37,23
"Cabarrus County, North Carolina",0.438,37,25
"Caldwell County, North Carolina",0.4281,37,27
"Camden County, North Carolina",0.3793,37,29
"Carteret County, North Carolina",0.4628,37,31
"Caswell County, North Carolina",0.4246,37,33
"Catawba County, North Carolina",0.4636,37,35
"Chatham County, North Carolina",0.495,37,37
"Cherokee County, North Carolina",0.4319,37,39
"Chowan County, North Carolina",0.458,37,41
"Clay County, North Carolina",0.4688,37,43
"Cleveland County, North Carolina",0.4634,37,45
"Columbus County, North Carolina",0.4746,37,47
"Craven County, North Carolina",0.4627,37,49
"Cumberland County, North Carolina",0.4467,37,51
"Currituck County, North Carolina",0.4054,37,53
"Dare County, North Carolina",0.4228,37,55
"Davidson County, North Carolina",0.4358,37,57
"Davie County, North Carolina",0.4211,37,59
"Duplin County, North Carolina",0.4295,37,61
"Durham County, North Carolina",0.4636,37,63
"Edgecombe County, North Carolina",0.4566,37,65
"Forsyth County, North Carolina",0.4735,37,67
"Franklin County, North Carolina",0.4162,37,69
"Gaston County, North Carolina",0.4628,37,71
"Gates County, North Carolina",0.4032,37,73
"Graham County, North Carolina",0.4288,37,75
"Granville County, North Carolina",0.4365,37,77
"Greene County, North Carolina",0.3958,37,79
"Guilford County, North Carolina",0.4793,37,81
"Halifax County, North Carolina",0.4891,37,83
"Harnett County, North Carolina",0.4299,37,85
"Haywood County, North Carolina",0.4286,37,87
"Henderson County, North Carolina",0.4482,37,89
"Hertford County, North Carolina",0.4818,37,91
"Hoke County, North Carolina",0.4864,37,93
"Hyde County, North Carolina",0.3937,37,95
"Iredell County, North Carolina",0.4615,37,97
"Jackson County, North Carolina",0.4884,37,99
"Johnston County, North Carolina",0.4225,37,101
"Jones County, North Carolina",0.4276,37,103
"Lee County, North Carolina",0.4268,37,105
"Lenoir County, North Carolina",0.4669,37,107
"Lincoln County, North Carolina",0.4566,37,109
"McDowell County, North Carolina",0.4286,37,111
"Macon County, North Carolina",0.4875,37,113
"Madison County, North Carolina",0.476,37,115
"Martin County, North Carolina",0.4295,37,117
"Mecklenburg County, North Carolina",0.4935,37,119
"Mitchell County, North Carolina",0.4613,37,121
"Montgomery County, North Carolina",0.4754,37,123
"Moore County, North Carolina",0.4514,37,125
"Nash County, North Carolina",0.4504,37,127
"New Hanover County, North Carolina",0.4801,37,129
"Northampton County, North Carolina",0.4966,37,131
"Onslow County, North Carolina",0.416,37,133
"Orange County, North Carolina",0.5126,37,135
"Pamlico County, North Carolina",0.453,37,137
