NAME,B19083_001E,state,county
"Marshall County, Illinois",0.4212,17,123
"Mason County, Illinois",0.4198,17,125
"Massac County, Illinois",0.3995,17,127
"Menard County, Illinois",0.4164,17,129
"Mercer County, Illinois",0.4007,17,131
"Monroe County, Illinois",0.4013,17,133
"Montgomery County, Illinois",0.4558,17,135
"Morgan County, Illinois",0.4397,17,137
"Moultrie County, Illinois",0.4129,17,139
"Ogle County, Illinois",0.4043,17,141
"Peoria County, Illinois",0.4892,17,143
"Perry County, Illinois",0.4132,17,145
"Piatt County, Illinois",0.4143,17,147
"Pike County, Illinois",0.4275,17,149
"Pope County, Illinois",0.4366,17,151
"Pulaski County, Illinois",0.4413,17,153
"Putnam County, Illinois",0.3908,17,155
"Randolph County, Illinois",0.4012,17,157
"Richland County, Illinois",0.4139,17,159
"Rock Island County, Illinois",0.438,17,161
"St. Clair County, Illinois",0.4562,17,163
"Saline County, Illinois",0.5043,17,165
"Sangamon County, Illinois",0.4567,17,167
"Schuyler County, Illinois",0.4197,17,169
"Scott County, Illinois",0.4169,17,171
"Shelby County, Illinois",0.3815,17,173
"Stark County, Illinois",0.435,17,175
"Stephenson County, Illinois",0.4305,17,177
"Tazewell County, Illinois",0.4209,17,179
"Union County, Illinois",0.4519,17,181
"Vermilion County, Illinois",0.4425,17,183
"Wabash County, Illinois",0.4917,17,185
"Warren County, Illinois",0.4066,17,187
"Washington County, Illinois",0.3915,17,189
"Wayne County, Illinois",0.4554,17,191
"White County, Illinois",0.4521,17,193
"Whiteside County, Illinois",0.448,17,195
"Will County, Illinois",0.4114,17,197
"Williamson County, Illinois",0.4452,17,199
"Winnebago County, Illinois",0.4505,17,201
"Woodford County, Illinois",0.4206,17,203
"Adams County, Indiana",0.4036,18,1
"Allen County, Indiana",0.4437,18,3
"Bartholomew County, Indiana",0.4439,18,5
"Benton County, Indiana",0.4363,18,7
"Blackford County, Indiana",0.4733,18,9
"Boone County, Indiana",0.4886,18,11
"Brown County, Indiana",0.435,18,13
"Carroll County, Indiana",0.4223,18,15
"Cass County, Indiana",0.4033,18,17
"Clark County, Indiana",0.4082,18,19
"Clay County, Indiana",0.4714,18,21
"Clinton County, Indiana",0.3812,18,23
"Crawford County, Indiana",0.4513,18,25
"Daviess County, Indiana",0.4291,18,27
"Dearborn County, Indiana",0.4086,18,29
"Decatur County, Indiana",0.4178,18,31
"DeKalb County, Indiana",0.4064,18,33
"Delaware County, Indiana",0.4419,18,35
"Dubois County, Indiana",0.4122,18,37
"Elkhart County, Indiana",0.4434,18,39
"Fayette County, Indiana",0.4301,18,41
"Floyd County, Indiana",0.436,18,43
"Fountain County, Indiana",0.4017,18,45
"Franklin County, Indiana",0.4055,18,47
"Fulton County, Indiana",0.4255,18,49
"Gibson County, Indiana",0.3976,18,51
"Grant County, Indiana",0.4423,18,53
"Greene County, Indiana",0.4448,18,55
"Hamilton County, Indiana",0.4391,18,57
"Hancock County, Indiana",0.4034,18,59
"Harrison County, Indiana",0.4049,18,61
"Hendricks County, Indiana",0.3904,18,63
"Henry County, Indiana",0.424,18,65
"Howard County, Indiana",0.4306,18,67
"Huntington County, Indiana",0.4208,18,69
"Jackson County, Indiana",0.3981,18,71
"Jasper County, Indiana",0.4046,18,73
"Jay County, Indiana",0.4028,18,75
"Jefferson County, Indiana",0.4436,18,77
"Jennings County, Indiana",0.3806,18,79
"Johnson County, Indiana",0.4281,18,81
"Knox County, Indiana",0.4543,18,83
"Kosciusko County, Indiana",0.4102,18,85
"LaGrange County, Indiana",0.4061,18,87
"Lake County, Indiana",0.4551,18,89
"LaPorte County, Indiana",0.4296,18,91
"Lawrence County, Indiana",0.4093,18,93
"Madison County, Indiana",0.4383,18,95
"Marion County, Indiana",0.4701,18,97
"Marshall County, Indiana",0.4125,18,99
"Martin County, Indiana",0.4209,18,101
"Miami County, Indiana",0.4127,18,103
"Monroe County, Indiana",0.4879,18,105
"Montgomery County, Indiana",0.4224,18,107
"Morgan County, Indiana",0.4266,18,109
"Newton County, Indiana",0.3944,18,111
"Noble County, Indiana",0.3984,18,113
"Ohio County, Indiana",0.4017,18,115
"Orange County, Indiana",0.4535,18,117
"Owen County, Indiana",0.4372,18,119
"Parke County, Indiana",0.4336,18,121
"Perry County, Indiana",0.4094,18,123
"Pike County, Indiana",0.4112,18,125
"Porter County, Indiana",0.4291,18,127
"Posey County, Indiana",0.394,18,129
"Pulaski County, Indiana",0.4265,18,131
"Putnam County, Indiana",0.4007,18,133
"Randolph County, Indiana",0.4196,18,135
"Ripley County, Indiana",0.4263,18,137
"Rush County, Indiana",0.3813,18,139
"St. Joseph County, Indiana",0.4724,18,141
"Scott County, Indiana",0.426,18,143
"Shelby County, Indiana",0.4222,18,145
"Spencer County, Indiana",0.4139,18,147
"Starke County, Indiana",0.4101,18,149
"Steuben County, Indiana",0.4266,18,151
"Sullivan County, Indiana",0.4367,18,153
"Switzerland County, Indiana",0.3858,18,155
"Tippecanoe County, Indiana",0.4756,18,157
"Tipton County, Indiana",0.3758,18,159
"Union County, Indiana",0.4004,18,161
"Vanderburgh County, Indiana",0.457,18,163
"Vermillion County, Indiana",0.3959,18,165
"Vigo County, Indiana",0.4839,18,167
"Wabash County, Indiana",0.4087,18,169
"Warren County, Indiana",0.3858,18,171
"Warrick County, Indiana",0.4461,18,173
"Washington County, Indiana",0.4023,18,175
"Wayne County, Indiana",0.4698,18,177
"Wells County, Indiana",0.4177,18,179
"White County, Indiana",0.4153,18,181
"Whitley County, Indiana",0.3981,18,183
"Adair County, Iowa",0.4521,19,1
"Adams County, Iowa",0.4982,19,3
"Allamakee County, Iowa",0.4213,19,5
"Appanoose County, Iowa",0.4547,19,7
"Audubon County, Iowa",0.4424,19,9
"Benton County, Iowa",0.3923,19,11
"Black Hawk County, Iowa",0.4617,19,13
"Boone County, Iowa",0.406,19,15
"Bremer County, Iowa",0.4184,19,17
"Buchanan County, Iowa",0.4027,19,19
"Buena Vista County, Iowa",0.4198,19,21
"Butler County, Iowa",0.3895,19,23
"Calhoun County, Iowa",0.4426,19,25
"Carroll County, Iowa",0.4251,19,27
"Cass County, Iowa",0.4707,19,29
"Cedar County, Iowa",0.3846,19,31
"Cerro Gordo County, Iowa",0.4581,19,33
"Cherokee County, Iowa",0.4406,19,35
"Chickasaw County, Iowa",0.408,19,37
"Clarke County, Iowa",0.4171,19,39
"Clay County, Iowa",0.4239,19,41
"Clayton County, Iowa",0.4254,19,43
"Clinton County, Iowa",0.4375,19,45
"Crawford County, Iowa",0.4307,19,47
"Dallas County, Iowa",0.4348,19,49
"Davis County, Iowa",0.4116,19,51
"Decatur County, Iowa",0.4348,19,53
"Delaware County, Iowa",0.4417,19,55
"Des Moines County, Iowa",0.4648,19,57
"Dickinson County, Iowa",0.4339,19,59
"Dubuque County, Iowa",0.4469,19,61
"Emmet County, Iowa",0.4167,19,63
"Fayette County, Iowa",0.4388,19,65
"Floyd County, Iowa",0.4376,19,67
"Franklin County, Iowa",0.4439,19,69
"Fremont County, Iowa",0.43,19,71
"Greene County, Iowa",0.4248,19,73
"Grundy County, Iowa",0.3758,19,75
"Guthrie County, Iowa",0.4264,19,77
"Hamilton County, Iowa",0.4404,19,79
"Hancock County, Iowa",0.4172,19,81
"Hardin County, Iowa",0.408,19,83
"Harrison County, Iowa",0.4238,19,85
"Henry County, Iowa",0.4009,19,87
"Howard County, Iowa",0.4121,19,89
"Humboldt County, Iowa",0.4566,19,91
"Ida County, Iowa",0.4127,19,93
"Iowa County, Iowa",0.4261,19,95
"Jackson County, Iowa",0.4371,19,97
"Jasper County, Iowa",0.4332,19,99
"Jefferson County, Iowa",0.4819,19,101
"Johnson County, Iowa",0.5014,19,103
"Jones County, Iowa",0.3884,19,105
"Keokuk County, Iowa",0.436,19,107
"Kossuth County, Iowa",0.425,19,109
"Lee County, Iowa",0.4332,19,111
"Linn County, Iowa",0.4459,19,113
"Louisa County, Iowa",0.4053,19,115
"Lucas County, Iowa",0.4278,19,117
"Lyon County, Iowa",0.3938,19,119
"Madison County, Iowa",0.3929,19,121
"Mahaska County, Iowa",0.4246,19,123
"Marion County, Iowa",0.4266,19,125
"Marshall County, Iowa",0.3885,19,127
"Mills County, Iowa",0.4181,19,129
"Mitchell County, Iowa",0.4338,19,131
"Monona County, Iowa",0.4029,19,133
"Monroe County, Iowa",0.3741,19,135
"Montgomery County, Iowa",0.4582,19,137
"Muscatine County, Iowa",0.4131,19,139
"O'Brien County, Iowa",0.3993,19,141
"Osceola County, Iowa",0.4298,19,143
"Page County, Iowa",0.4447,19,145
"Palo Alto County, Iowa",0.4072,19,147
"Plymouth County, Iowa",0.4207,19,149
"Pocahontas County, Iowa",0.4051,19,151
"Polk County, Iowa",0.4374,19,153
"Pottawattamie County, Iowa",0.4331,19,155
"Poweshiek County, Iowa",0.4602,19,157
"Ringgold County, Iowa",0.4341,19,159
"Sac County, Iowa",0.4365,19,161
"Scott County, Iowa",0.4558,19,163
"Shelby County, Iowa",0.444,19,165
"Sioux County, Iowa",0.4112,19,167
"Story County, Iowa",0.478,19,169
"Tama County, Iowa",0.4289,19,171
"Taylor County, Iowa",0.4228,19,173
"Union County, Iowa",0.4274,19,175
"Van Buren County, Iowa",0.4366,19,177
"Wapello County, Iowa",0.4567,19,179
"Warren County, Iowa",0.3953,19,181
"Washington County, Iowa",0.4248,19,183
"Wayne County, Iowa",0.4759,19,185
"Webster County, Iowa",0.4383,19,187
"Winnebago County, Iowa",0.449,19,189
"Winneshiek County, Iowa",0.4434,19,191
"Woodbury County, Iowa",0.4363,19,193
"Worth County, Iowa",0.3864,19,195
"Wright County, Iowa",0.4525,19,197
"Allen County, Kansas",0.4012,20,1
"Anderson County, Kansas",0.3977,20,3
"Atchison County, Kansas",0.4313,20,5
"Barber County, Kansas",0.4462,20,7
"Barton County, Kansas",0.4261,20,9
"Bourbon County, Kansas",0.4016,20,11
"Brown County, Kansas",0.4261,20,13
"Butler County, Kansas",0.4232,20,15
"Chase County, Kansas",0.4417,20,17
"Chautauqua County, Kansas",0.4408,20,19
"Cherokee County, Kansas",0.4214,20,21
"Cheyenne County, Kansas",0.4311,20,23
"Clark County, Kansas",0.4097,20,25
"Clay County, Kansas",0.4216,20,27
"Cloud County, Kansas",0.4049,20,29
"Coffey County, Kansas",0.4025,20,31
"Comanche County, Kansas",0.4042,20,33
"Cowley County, Kansas",0.4521,20,35
"Crawford County, Kansas",0.4673,20,37
"Decatur County, Kansas",0.4096,20,39
"Dickinson County, Kansas",0.4025,20,41
"Doniphan County, Kansas",0.4049,20,43
"Douglas County, Kansas",0.4624,20,45
"Edwards County, Kansas",0.4399,20,47
"Elk County, Kansas",0.4181,20,49
"Ellis County, Kansas",0.493,20,51
"Ellsworth County, Kansas",0.3918,20,53
"Finney County, Kansas",0.3992,20,55
"Ford County, Kansas",0.3976,20,57
"Franklin County, Kansas",0.3952,20,59
"Geary County, Kansas",0.3933,20,61
"Gove County, Kansas",0.4227,20,63
"Graham County, Kansas",0.3933,20,65
"Grant County, Kansas",0.418,20,67
"Gray County, Kansas",0.3986,20,69
"Greeley County, Kansas",0.3853,20,71
"Greenwood County, Kansas",0.4789,20,73
"Hamilton County, Kansas",0.3857,20,75
"Harper County, Kansas",0.4395,20,77
"Harvey County, Kansas",0.3947,20,79
"Haskell County, Kansas",0.3829,20,81
"Hodgeman County, Kansas",0.3936,20,83
"Jackson County, Kansas",0.3769,20,85
"Jefferson County, Kansas",0.3905,20,87
"Jewell County, Kansas",0.4448,20,89
"Johnson County, Kansas",0.4437,20,91
"Kearny County, Kansas",0.3486,20,93
"Kingman County, Kansas",0.4111,20,95
"Kiowa County, Kansas",0.4669,20,97
"Labette County, Kansas",0.428,20,99
"Lane County, Kansas",0.454,20,101
"Leavenworth County, Kansas",0.4029,20,103
"Lincoln County, Kansas",0.4426,20,105
"Linn County, Kansas",0.4444,20,107
"Logan County, Kansas",0.4462,20,109
"Lyon County, Kansas",0.409,20,111
"McPherson County, Kansas",0.389,20,113
"Marion County, Kansas",0.4439,20,115
"Marshall County, Kansas",0.4218,20,117
"Meade County, Kansas",0.506,20,119
"Miami County, Kansas",0.4048,20,121
"Mitchell County, Kansas",0.4545,20,123
"Montgomery County, Kansas",0.4223,20,125
"Morris County, Kansas",0.4577,20,127
"Morton County, Kansas",0.4164,20,129
"Nemaha County, Kansas",0.4294,20,131
"Neosho County, Kansas",0.4375,20,133
"Ness County, Kansas",0.4663,20,135
"Norton County, Kansas",0.4151,20,137
"Osage County, Kansas",0.386,20,139
"Osborne County, Kansas",0.4275,20,141
"Ottawa County, Kansas",0.4146,20,143
"Pawnee County, Kansas",0.4746,20,145
"Phillips County, Kansas",0.435,20,147
"Pottawatomie County, Kansas",0.3922,20,149
"Pratt County, Kansas",0.4359,20,151
"Rawlins County, Kansas",0.3977,20,153
"Reno County, Kansas",0.4272,20,155
"Republic County, Kansas",0.4217,20,157
"Rice County, Kansas",0.4151,20,159
"Riley County, Kansas",0.4839,20,161
"Rooks County, Kansas",0.3741,20,163
"Rush County, Kansas",0.535,20,165
"Russell County, Kansas",0.438,20,167
"Saline County, Kansas",0.4397,20,169
"Scott County, Kansas",0.3924,20,171
"Sedgwick County, Kansas",0.4603,20,173
"Seward County, Kansas",0.4113,20,175
"Shawnee County, Kansas",0.4418,20,177
"Sheridan County, Kansas",0.4945,20,179
"Sherman County, Kansas",0.5529,20,181
"Smith County, Kansas",0.4377,20,183
"Stafford County, Kansas",0.4378,20,185
"Stanton County, Kansas",0.4323,20,187
"Stevens County, Kansas",0.4544,20,189
"Sumner County, Kansas",0.4088,20,191
"Thomas County, Kansas",0.4547,20,193
"Trego County, Kansas",0.4169,20,195
"Wabaunsee County, Kansas",0.3784,20,197
"Wallace County, Kansas",0.4318,20,199
"Washington County, Kansas",0.4243,20,201
"Wichita County, Kansas",0.4624,20,203
"Wilson County, Kansas",0.4461,20,205
"Woodson County, Kansas",0.4289,20,207
"Wyandotte County, Kansas",0.4255,20,209
"Adair County, Kentucky",0.484,21,1
"Allen County, Kentucky",0.4595,21,3
"Anderson County, Kentucky",0.4053,21,5
"Ballard County, Kentucky",0.4498,21,7
"Barren County, Kentucky",0.4788,21,9
"Bath County, Kentucky",0.531,21,11
"Bell County, Kentucky",0.4938,21,13
"Boone County, Kentucky",0.4054,21,15
"Bourbon County, Kentucky",0.4713,21,17
"Boyd County, Kentucky",0.4487,21,19
"Boyle County, Kentucky",0.4638,21,21
"Bracken County, Kentucky",0.4436,21,23
"Breathitt County, Kentucky",0.4546,21,25
"Breckinridge County, Kentucky",0.4699,21,27
"Bullitt County, Kentucky",0.3925,21,29
"Butler County, Kentucky",0.4229,21,31
"Caldwell County, Kentucky",0.4384,21,33
"Calloway County, Kentucky",0.4821,21,35
"Campbell County, Kentucky",0.4766,21,37
"Carlisle County, Kentucky",0.4944,21,39
"Carroll County, Kentucky",0.4615,21,41
"Carter County, Kentucky",0.4859,21,43
"Casey County, Kentucky",0.4956,21,45
"Christian County, Kentucky",0.4426,21,47
"Clark County, Kentucky",0.4878,21,49
"Clay County, Kentucky",0.476,21,51
"Clinton County, Kentucky",0.4268,21,53
"Crittenden County, Kentucky",0.4581,21,55
"Cumberland County, Kentucky",0.4616,21,57
"Daviess County, Kentucky",0.4694,21,59
"Edmonson County, Kentucky",0.4204,21,61
"Elliott County, Kentucky",0.444,21,63
"Estill County, Kentucky",0.4494,21,65
"Fayette County, Kentucky",0.4909,21,67
"Fleming County, Kentucky",0.466,21,69
"Floyd County, Kentucky",0.5066,21,71
"Franklin County, Kentucky",0.4633,21,73
"Fulton County, Kentucky",0.4454,21,75
"Gallatin County, Kentucky",0.4048,21,77
"Garrard County, Kentucky",0.4363,21,79
"Grant County, Kentucky",0.4217,21,81
"Graves County, Kentucky",0.496,21,83
"Grayson County, Kentucky",0.4699,21,85
"Green County, Kentucky",0.4658,21,87
"Greenup County, Kentucky",0.4761,21,89
"Hancock County, Kentucky",0.4142,21,91
"Hardin County, Kentucky",0.4606,21,93
"Harlan County, Kentucky",0.482,21,95
"Harrison County, Kentucky",0.4728,21,97
"Hart County, Kentucky",0.4561,21,99
"Henderson County, Kentucky",0.4488,21,101
"Henry County, Kentucky",0.4514,21,103
"Hickman County, Kentucky",0.4363,21,105
"Hopkins County, Kentucky",0.4324,21,107
"Jackson County, Kentucky",0.4373,21,109
"Jefferson County, Kentucky",0.4821,21,111
"Jessamine County, Kentucky",0.5072,21,113
"Johnson County, Kentucky",0.4916,21,115
"Kenton County, Kentucky",0.4485,21,117
"Knott County, Kentucky",0.4639,21,119
"Knox County, Kentucky",0.5414,21,121
"Larue County, Kentucky",0.4365,21,123
"Laurel County, Kentucky",0.4578,21,125
"Lawrence County, Kentucky",0.4622,21,127
"Lee County, Kentucky",0.4904,21,129
"Leslie County, Kentucky",0.4401,21,131
"Letcher County, Kentucky",0.4781,21,133
"Lewis County, Kentucky",0.4654,21,135
"Lincoln County, Kentucky",0.4569,21,137
"Livingston County, Kentucky",0.412,21,139
"Logan County, Kentucky",0.4161,21,141
"Lyon County, Kentucky",0.431,21,143
"McCracken County, Kentucky",0.5092,21,145
"McCreary County, Kentucky",0.4828,21,147
"McLean County, Kentucky",0.4375,21,149
"Madison County, Kentucky",0.4419,21,151
"Magoffin County, Kentucky",0.4908,21,153
"Marion County, Kentucky",0.4415,21,155
"Marshall County, Kentucky",0.4322,21,157
"Martin County, Kentucky",0.5585,21,159
"Mason County, Kentucky",0.5252,21,161
"Meade County, Kentucky",0.4262,21,163
"Menifee County, Kentucky",0.4659,21,165
"Mercer County, Kentucky",0.4262,21,167
"Metcalfe County, Kentucky",0.4202,21,169
"Monroe County, Kentucky",0.4655,21,171
"Montgomery County, Kentucky",0.4206,21,173
"Morgan County, Kentucky",0.4991,21,175
"Muhlenberg County, Kentucky",0.4853,21,177
"Nelson County, Kentucky",0.4194,21,179
"Nicholas County, Kentucky",0.4115,21,181
"Ohio County, Kentucky",0.4266,21,183
"Oldham County, Kentucky",0.4436,21,185
"Owen County, Kentucky",0.4228,21,187
"Owsley County, Kentucky",0.5071,21,189
"Pendleton County, Kentucky",0.44,21,191
"Perry County, Kentucky",0.5508,21,193
"Pike County, Kentucky",0.4985,21,195
"Powell County, Kentucky",0.4744,21,197
"Pulaski County, Kentucky",0.5135,21,199
"Robertson County, Kentucky",0.4806,21,201
"Rockcastle County, Kentucky",0.4998,21,203
"Rowan County, Kentucky",0.5209,21,205
"Russell County, Kentucky",0.4794,21,207
"Scott County, Kentucky",0.4009,21,209
"Shelby County, Kentucky",0.425,21,211
"Simpson County, Kentucky",0.4317,21,213
"Spencer County, Kentucky",0.3914,21,215
"Taylor County, Kentucky",0.4259,21,217
"Todd County, Kentucky",0.4916,21,219
"Trigg County, Kentucky",0.4696,21,221
"Trimble County, Kentucky",0.4331,21,223
"Union County, Kentucky",0.4418,21,225
"Warren County, Kentucky",0.4782,21,227
"Washington County, Kentucky",0.4479,21,229
"Wayne County, Kentucky",0.5201,21,231
"Webster County, Kentucky",0.404,21,233
"Whitley County, Kentucky",0.4851,21,235
"Wolfe County, Kentucky",0.4047,21,237
"Woodford County, Kentucky",0.4408,21,239
"Acadia Parish, Louisiana",0.48,22,1
"Allen Parish, Louisiana",0.464,22,3
"Ascension Parish, Louisiana",0.4218,22,5
"Assumption Parish, Louisiana",0.4745,22,7
"Avoyelles Parish, Louisiana",0.498,22,9
"Beauregard Parish, Louisiana",0.4321,22,11
"Bienville Parish, Louisiana",0.5283,22,13
"Bossier Parish, Louisiana",0.4701,22,15
"Caddo Parish, Louisiana",0.5255,22,17
"Calcasieu Parish, Louisiana",0.4819,22,19
"Caldwell Parish, Louisiana",0.5082,22,21
"Cameron Parish, Louisiana",0.3703,22,23
"Catahoula Parish, Louisiana",0.4496,22,25
"Claiborne Parish, Louisiana",0.5325,22,27
"Concordia Parish, Louisiana",0.4995,22,29
"De Soto Parish, Louisiana",0.5165,22,31
"East Baton Rouge Parish, Louisiana",0.5119,22,33
"East Carroll Parish, Louisiana",0.5509,22,35
"East Feliciana Parish, Louisiana",0.4821,22,37
"Evangeline Parish, Louisiana",0.4756,22,39
"Franklin Parish, Louisiana",0.5086,22,41
"Grant Parish, Louisiana",0.4272,22,43
"Iberia Parish, Louisiana",0.4857,22,45
"Iberville Parish, Louisiana",0.4555,22,47
"Jackson Parish, Louisiana",0.456,22,49
"Jefferson Parish, Louisiana",0.483,22,51
"Jefferson Davis Parish, Louisiana",0.459,22,53
"Lafayette Parish, Louisiana",0.4935,22,55
"Lafourche Parish, Louisiana",0.4666,22,57
"LaSalle Parish, Louisiana",0.4387,22,59
"Lincoln Parish, Louisiana",0.527,22,61
"Livingston Parish, Louisiana",0.4005,22,63
"Madison Parish, Louisiana",0.5109,22,65
"Morehouse Parish, Louisiana",0.5206,22,67
"Natchitoches Parish, Louisiana",0.4985,22,69
"Orleans Parish, Louisiana",0.5591,22,71
"Ouachita Parish, Louisiana",0.5215,22,73
"Plaquemines Parish, Louisiana",0.4373,22,75
"Pointe Coupee Parish, Louisiana",0.4662,22,77
"Rapides Parish, Louisiana",0.4817,22,79
"Red River Parish, Louisiana",0.487,22,81
"Richland Parish, Louisiana",0.4698,22,83
"Sabine Parish, Louisiana",0.4845,22,85
"St. Bernard Parish, Louisiana",0.4807,22,87
"St. Charles Parish, Louisiana",0.4342,22,89
"St. Helena Parish, Louisiana",0.4799,22,91
"St. James Parish, Louisiana",0.4485,22,93
"St. John the Baptist Parish, Louisiana",0.4228,22,95
"St. Landry Parish, Louisiana",0.4865,22,97
"St. Martin Parish, Louisiana",0.4757,22,99
"St. Mary Parish, Louisiana",0.4749,22,101
"St. Tammany Parish, Louisiana",0.4572,22,103
"Tangipahoa Parish, Louisiana",0.4781,22,105
"Tensas Parish, Louisiana",0.4848,22,107
"Terrebonne Parish, Louisiana",0.4691,22,109
"Union Parish, Louisiana",0.4922,22,111
"Vermilion Parish, Louisiana",0.4597,22,113
"Vernon Parish, Louisiana",0.4501,22,115
"Washington Parish, Louisiana",0.4872,22,117
"Webster Parish, Louisiana",0.5033,22,119
"West Baton Rouge Parish, Louisiana",0.4199,22,121
"West Carroll Parish, Louisiana",0.4531,22,123
"West Feliciana Parish, Louisiana",0.4455,22,125
"Winn Parish, Louisiana",0.505,22,127
"Androscoggin County, Maine",0.428,23,1
"Aroostook County, Maine",0.4635,23,3
"Cumberland County, Maine",0.4631,23,5
"Franklin County, Maine",0.4554,23,7
"Hancock County, Maine",0.4519,23,9
"Kennebec County, Maine",0.4379,23,11
"Knox County, Maine",0.4539,23,13
"Lincoln County, Maine",0.4543,23,15
"Oxford County, Maine",0.4498,23,17
"Penobscot County, Maine",0.4541,23,19
"Piscataquis County, Maine",0.4575,23,21
"Sagadahoc County, Maine",0.4396,23,23
"Somerset County, Maine",0.444,23,25
"Waldo County, Maine",0.4322,23,27
"Washington County, Maine",0.4707,23,29
"York County, Maine",0.4204,23,31
"Allegany County, Maryland",0.4428,24,1
"Anne Arundel County, Maryland",0.4217,24,3
"Baltimore County, Maryland",0.4574,24,5
"Calvert County, Maryland",0.382,24,9
"Caroline County, Maryland",0.439,24,11
"Carroll County, Maryland",0.4021,24,13
"Cecil County, Maryland",0.4261,24,15
"Charles County, Maryland",0.3849,24,17
"Dorchester County, Maryland",0.4656,24,19
"Frederick County, Maryland",0.3942,24,21
"Garrett County, Maryland",0.4825,24,23
"Harford County, Maryland",0.4073,24,25
"Howard County, Maryland",0.414,24,27
"Kent County, Maryland",0.4442,24,29
"Montgomery County, Maryland",0.4676,24,31
"Prince George's County, Maryland",0.4107,24,33
"Queen Anne's County, Maryland",0.4252,24,35
"St. Mary's County, Maryland",0.4069,24,37
"Somerset County, Maryland",0.4712,24,39
"Talbot County, Maryland",0.4967,24,41
"Washington County, Maryland",0.442,24,43
"Wicomico County, Maryland",0.4476,24,45
"Worcester County, Maryland",0.4817,24,47
"Baltimore city, Maryland",0.5139,24,510
"Barnstable County, Massachusetts",0.4749,25,1
"Berkshire County, Massachusetts",0.4949,25,3
"Bristol County, Massachusetts",0.4577,25,5
"Dukes County, Massachusetts",0.5558,25,7
"Essex County, Massachusetts",0.4785,25,9
"Franklin County, Massachusetts",0.4352,25,11
"Hampden County, Massachusetts",0.4707,25,13
"Hampshire County, Massachusetts",0.4621,25,15
"Middlesex County, Massachusetts",0.4727,25,17
"Nantucket County, Massachusetts",0.4713,25,19
"Norfolk County, Massachusetts",0.4843,25,21
"Plymouth County, Massachusetts",0.4676,25,23
"Suffolk County, Massachusetts",0.5266,25,25
"Worcester County, Massachusetts",0.4559,25,27
"Alcona County, Michigan",0.4341,26,1
"Alger County, Michigan",0.3943,26,3
"Allegan County, Michigan",0.4144,26,5
"Alpena County, Michigan",0.4702,26,7
"Antrim County, Michigan",0.431,26,9
"Arenac County, Michigan",0.4069,26,11
"Baraga County, Michigan",0.4454,26,13
"Barry County, Michigan",0.44,26,15
"Bay County, Michigan",0.4352,26,17
"Benzie County, Michigan",0.4524,26,19
"Berrien County, Michigan",0.4762,26,21
"Branch County, Michigan",0.4225,26,23
"Calhoun County, Michigan",0.4469,26,25
"Cass County, Michigan",0.4678,26,27
"Charlevoix County, Michigan",0.4516,26,29
"Cheboygan County, Michigan",0.4451,26,31
"Chippewa County, Michigan",0.4484,26,33
"Clare County, Michigan",0.4501,26,35
"Clinton County, Michigan",0.4256,26,37
"Crawford County, Michigan",0.4032,26,39
"Delta County, Michigan",0.474,26,41
"Dickinson County, Michigan",0.4247,26,43
"Eaton County, Michigan",0.4037,26,45
"Emmet County, Michigan",0.4705,26,47
"Genesee County, Michigan",0.4638,26,49
"Gladwin County, Michigan",0.4414,26,51
"Gogebic County, Michigan",0.47,26,53
"Grand Traverse County, Michigan",0.4416,26,55
"Gratiot County, Michigan",0.4466,26,57
"Hillsdale County, Michigan",0.4338,26,59
"Houghton County, Michigan",0.4684,26,61
"Huron County, Michigan",0.4409,26,63
"Ingham County, Michigan",0.4748,26,65
"Ionia County, Michigan",0.3987,26,67
"Iosco County, Michigan",0.4579,26,69
"Iron County, Michigan",0.442,26,71
"Isabella County, Michigan",0.476,26,73
"Jackson County, Michigan",0.4498,26,75
"Kalamazoo County, Michigan",0.4679,26,77
"Kalkaska County, Michigan",0.4223,26,79
"Kent County, Michigan",0.4486,26,81
"Keweenaw County, Michigan",0.4879,26,83
"Lake County, Michigan",0.4439,26,85
"Lapeer County, Michigan",0.421,26,87
"Leelanau County, Michigan",0.4679,26,89
"Lenawee County, Michigan",0.4173,26,91
"Livingston County, Michigan",0.4134,26,93
"Luce County, Michigan",0.4283,26,95
"Mackinac County, Michigan",0.4464,26,97
"Macomb County, Michigan",0.4264,26,99
"Manistee County, Michigan",0.4501,26,101
"Marquette County, Michigan",0.4219,26,103
"Mason County, Michigan",0.4324,26,105
"Mecosta County, Michigan",0.4121,26,107
"Menominee County, Michigan",0.4286,26,109
"Midland County, Michigan",0.4581,26,111
"Missaukee County, Michigan",0.427,26,113
"Monroe County, Michigan",0.4273,26,115
"Montcalm County, Michigan",0.3872,26,117
"Montmorency County, Michigan",0.4337,26,119
"Muskegon County, Michigan",0.4385,26,121
"Newaygo County, Michigan",0.4175,26,123
"Oakland County, Michigan",0.4651,26,125
"Oceana County, Michigan",0.4221,26,127
"Ogemaw County, Michigan",0.4482,26,129
"Ontonagon County, Michigan",0.4176,26,131
"Osceola County, Michigan",0.4216,26,133
"Oscoda County, Michigan",0.4183,26,135
"Otsego County, Michigan",0.4258,26,137
"Ottawa County, Michigan",0.4187,26,139
"Presque Isle County, Michigan",0.4448,26,141
"Roscommon County, Michigan",0.4644,26,143
"Saginaw County, Michigan",0.4763,26,145
"St. Clair County, Michigan",0.4307,26,147
